episode,return,steps,epsilon,died
1,0.0,90,1.0,1
2,0.0,53,0.9984166666666666,1
3,0.0,369,0.9968333333333333,1
4,0.0,41,0.99525,1
5,0.0,55,0.9936666666666667,1
6,0.0,110,0.9920833333333333,1
7,0.0,49,0.9905,1
8,0.0,25,0.9889166666666667,1
9,0.0,36,0.9873333333333333,1
10,0.0,12,0.98575,1
11,0.0,23,0.9841666666666666,1
12,0.0,38,0.9825833333333334,1
13,2.0,277,0.981,1
14,0.0,35,0.9794166666666667,1
15,0.0,26,0.9778333333333333,1
16,0.0,53,0.97625,1
17,0.0,64,0.9746666666666667,1
18,0.0,25,0.9730833333333333,1
19,1.0,68,0.9715,1
20,0.0,39,0.9699166666666666,1
21,0.0,64,0.9683333333333334,1
22,0.0,15,0.96675,1
23,0.0,13,0.9651666666666666,1
24,0.0,83,0.9635833333333333,1
25,0.0,73,0.962,1
26,3.0,153,0.9604166666666667,0
27,0.0,28,0.9588333333333333,1
28,0.0,33,0.95725,1
29,0.0,181,0.9556666666666667,1
30,0.0,27,0.9540833333333334,1
31,0.0,71,0.9525,1
32,0.0,52,0.9509166666666666,1
33,0.0,16,0.9493333333333334,1
34,0.0,188,0.94775,1
35,0.0,16,0.9461666666666667,1
36,0.0,53,0.9445833333333333,1
37,0.0,44,0.9430000000000001,1
38,1.0,109,0.9414166666666667,1
39,0.0,16,0.9398333333333333,1
40,3.0,90,0.93825,0
41,1.0,91,0.9366666666666666,1
42,0.0,78,0.9350833333333334,1
43,0.0,25,0.9335,1
44,0.0,138,0.9319166666666667,1
45,0.0,23,0.9303333333333333,1
46,2.0,143,0.92875,1
47,0.0,24,0.9271666666666667,1
48,0.0,21,0.9255833333333333,1
49,0.0,325,0.924,1
50,0.0,46,0.9224166666666667,1
51,0.0,26,0.9208333333333334,1
52,0.0,18,0.91925,1
53,0.0,90,0.9176666666666666,1
54,0.0,178,0.9160833333333334,1
55,0.0,52,0.9145,1
56,0.0,70,0.9129166666666667,1
57,0.0,47,0.9113333333333333,1
58,2.0,198,0.9097500000000001,1
59,0.0,16,0.9081666666666667,1
60,3.0,320,0.9065833333333333,0
61,0.0,11,0.905,1
62,1.0,245,0.9034166666666666,1
63,0.0,35,0.9018333333333334,1
64,0.0,45,0.90025,1
65,0.0,32,0.8986666666666667,1
66,0.0,230,0.8970833333333333,1
67,0.0,15,0.8955,1
68,0.0,22,0.8939166666666667,1
69,0.0,57,0.8923333333333333,1
70,0.0,40,0.89075,1
71,0.0,33,0.8891666666666667,1
72,3.0,162,0.8875833333333334,0
73,1.0,266,0.886,1
74,0.0,25,0.8844166666666666,1
75,0.0,76,0.8828333333333334,1
76,2.0,252,0.88125,1
77,0.0,47,0.8796666666666667,1
78,0.0,39,0.8780833333333333,1
79,0.0,89,0.8765000000000001,1
80,0.0,78,0.8749166666666667,1
81,2.0,65,0.8733333333333333,1
82,0.0,27,0.87175,1
83,1.0,182,0.8701666666666666,1
84,0.0,17,0.8685833333333334,1
85,3.0,171,0.867,0
86,0.0,13,0.8654166666666667,1
87,1.0,101,0.8638333333333333,1
88,0.0,34,0.86225,1
89,0.0,16,0.8606666666666667,1
90,1.0,96,0.8590833333333333,1
91,1.0,126,0.8575,1
92,0.0,23,0.8559166666666667,1
93,0.0,23,0.8543333333333334,1
94,0.0,30,0.85275,1
95,3.0,78,0.8511666666666666,0
96,0.0,35,0.8495833333333334,1
97,0.0,26,0.848,1
98,3.0,75,0.8464166666666667,0
99,0.0,68,0.8448333333333333,1
100,2.0,115,0.84325,1
101,0.0,39,0.8416666666666667,1
102,0.0,11,0.8400833333333333,1
103,0.0,9,0.8385,1
104,0.0,38,0.8369166666666666,1
105,3.0,67,0.8353333333333334,0
106,0.0,21,0.83375,1
107,1.0,41,0.8321666666666667,1
108,3.0,68,0.8305833333333333,0
109,0.0,51,0.829,1
110,0.0,22,0.8274166666666667,1
111,0.0,18,0.8258333333333334,1
112,0.0,38,0.82425,1
113,0.0,9,0.8226666666666667,1
114,0.0,13,0.8210833333333334,1
115,3.0,40,0.8195,0
116,1.0,166,0.8179166666666666,1
117,0.0,11,0.8163333333333334,1
118,0.0,34,0.81475,1
119,0.0,25,0.8131666666666667,1
120,3.0,42,0.8115833333333333,0
121,2.0,106,0.81,1
122,0.0,35,0.8084166666666667,1
123,0.0,91,0.8068333333333333,1
124,0.0,63,0.80525,1
125,0.0,37,0.8036666666666666,1
126,1.0,32,0.8020833333333334,1
127,0.0,42,0.8005,1
128,0.0,37,0.7989166666666667,1
129,1.0,161,0.7973333333333333,1
130,0.0,23,0.79575,1
131,0.0,12,0.7941666666666667,1
132,0.0,36,0.7925833333333334,1
133,1.0,219,0.791,1
134,0.0,14,0.7894166666666667,1
135,0.0,34,0.7878333333333334,1
136,1.0,19,0.78625,1
137,3.0,42,0.7846666666666666,0
138,0.0,23,0.7830833333333334,1
139,3.0,47,0.7815,0
140,0.0,18,0.7799166666666667,1
141,3.0,29,0.7783333333333333,0
142,0.0,21,0.77675,1
143,0.0,41,0.7751666666666667,1
144,0.0,26,0.7735833333333333,1
145,0.0,14,0.772,1
146,0.0,101,0.7704166666666666,1
147,3.0,87,0.7688333333333334,0
148,0.0,25,0.76725,1
149,3.0,77,0.7656666666666667,0
150,0.0,38,0.7640833333333333,1
151,3.0,41,0.7625,0
152,0.0,52,0.7609166666666667,1
153,3.0,102,0.7593333333333333,0
154,0.0,69,0.75775,1
155,0.0,23,0.7561666666666667,1
156,0.0,7,0.7545833333333334,1
157,0.0,12,0.753,1
158,1.0,23,0.7514166666666666,1
159,3.0,50,0.7498333333333334,0
160,0.0,34,0.7482500000000001,1
161,3.0,31,0.7466666666666667,0
162,3.0,60,0.7450833333333333,0
163,0.0,59,0.7435,1
164,3.0,31,0.7419166666666667,0
165,0.0,13,0.7403333333333333,1
166,0.0,26,0.73875,1
167,0.0,18,0.7371666666666667,1
168,0.0,26,0.7355833333333334,1
169,1.0,113,0.734,1
170,0.0,12,0.7324166666666667,1
171,3.0,25,0.7308333333333333,0
172,3.0,27,0.72925,0
173,1.0,33,0.7276666666666667,1
174,0.0,11,0.7260833333333334,1
175,1.0,46,0.7245,1
176,3.0,45,0.7229166666666667,0
177,3.0,39,0.7213333333333334,0
178,1.0,66,0.71975,1
179,3.0,32,0.7181666666666666,0
180,1.0,35,0.7165833333333333,1
181,0.0,12,0.7150000000000001,1
182,0.0,31,0.7134166666666666,1
183,0.0,19,0.7118333333333333,1
184,0.0,30,0.71025,1
185,0.0,34,0.7086666666666668,1
186,1.0,44,0.7070833333333333,1
187,3.0,124,0.7055,0
188,0.0,15,0.7039166666666667,1
189,1.0,40,0.7023333333333333,1
190,2.0,268,0.70075,1
191,3.0,84,0.6991666666666667,0
192,0.0,25,0.6975833333333333,1
193,3.0,37,0.696,0
194,0.0,8,0.6944166666666667,1
195,0.0,28,0.6928333333333334,1
196,1.0,110,0.69125,1
197,1.0,60,0.6896666666666667,1
198,0.0,31,0.6880833333333334,1
199,0.0,22,0.6865,1
200,0.0,20,0.6849166666666666,1
201,0.0,51,0.6833333333333333,1
202,3.0,28,0.6817500000000001,0
203,1.0,32,0.6801666666666667,1
204,0.0,14,0.6785833333333333,1
205,3.0,74,0.677,0
206,0.0,40,0.6754166666666667,1
207,3.0,113,0.6738333333333333,0
208,3.0,35,0.67225,0
209,3.0,41,0.6706666666666667,0
210,3.0,44,0.6690833333333334,0
211,3.0,57,0.6675,0
212,2.0,73,0.6659166666666667,1
213,1.0,75,0.6643333333333333,1
214,0.0,6,0.66275,1
215,0.0,13,0.6611666666666667,1
216,0.0,15,0.6595833333333334,1
217,3.0,47,0.658,0
218,1.0,49,0.6564166666666666,1
219,0.0,54,0.6548333333333334,1
220,0.0,21,0.65325,1
221,0.0,24,0.6516666666666667,1
222,0.0,32,0.6500833333333333,1
223,1.0,75,0.6485000000000001,1
224,0.0,17,0.6469166666666667,1
225,3.0,41,0.6453333333333333,0
226,0.0,23,0.64375,1
227,3.0,107,0.6421666666666668,0
228,0.0,13,0.6405833333333333,1
229,1.0,46,0.639,1
230,0.0,22,0.6374166666666667,1
231,0.0,19,0.6358333333333333,1
232,0.0,13,0.63425,1
233,0.0,25,0.6326666666666667,1
234,0.0,18,0.6310833333333334,1
235,0.0,54,0.6295,1
236,0.0,50,0.6279166666666667,1
237,1.0,76,0.6263333333333334,1
238,3.0,72,0.62475,0
239,0.0,24,0.6231666666666666,1
240,3.0,64,0.6215833333333334,0
241,0.0,37,0.62,1
242,0.0,28,0.6184166666666666,1
243,0.0,44,0.6168333333333333,1
244,1.0,29,0.6152500000000001,1
245,0.0,25,0.6136666666666667,1
246,0.0,13,0.6120833333333333,1
247,0.0,56,0.6105,1
248,3.0,29,0.6089166666666667,0
249,1.0,47,0.6073333333333333,1
250,3.0,25,0.60575,0
251,0.0,17,0.6041666666666667,1
252,3.0,27,0.6025833333333334,0
253,0.0,17,0.601,1
254,3.0,23,0.5994166666666667,0
255,3.0,59,0.5978333333333333,0
256,0.0,68,0.59625,1
257,0.0,15,0.5946666666666667,1
258,3.0,55,0.5930833333333334,0
