episode,return,steps,epsilon,died
1,0.0,51,1.0,1
2,1.0,150,0.9984166666666666,1
3,0.0,29,0.9968333333333333,1
4,1.0,400,0.99525,0
5,1.0,156,0.9936666666666667,1
6,0.0,102,0.9920833333333333,1
7,0.0,22,0.9905,1
8,2.0,210,0.9889166666666667,1
9,0.0,24,0.9873333333333333,1
10,0.0,69,0.98575,1
11,0.0,7,0.9841666666666666,1
12,0.0,26,0.9825833333333334,1
13,0.0,38,0.981,1
14,0.0,12,0.9794166666666667,1
15,0.0,66,0.9778333333333333,1
16,0.0,15,0.97625,1
17,0.0,117,0.9746666666666667,1
18,0.0,61,0.9730833333333333,1
19,0.0,17,0.9715,1
20,0.0,20,0.9699166666666666,1
21,2.0,181,0.9683333333333334,1
22,0.0,10,0.96675,1
23,0.0,51,0.9651666666666666,1
24,1.0,85,0.9635833333333333,1
25,0.0,81,0.962,1
26,1.0,400,0.9604166666666667,0
27,0.0,16,0.9588333333333333,1
28,1.0,86,0.95725,1
29,2.0,199,0.9556666666666667,1
30,1.0,64,0.9540833333333334,1
31,1.0,146,0.9525,1
32,1.0,81,0.9509166666666666,1
33,0.0,27,0.9493333333333334,1
34,0.0,227,0.94775,1
35,0.0,19,0.9461666666666667,1
36,1.0,116,0.9445833333333333,1
37,0.0,140,0.9430000000000001,1
38,0.0,31,0.9414166666666667,1
39,0.0,91,0.9398333333333333,1
40,0.0,29,0.93825,1
41,0.0,46,0.9366666666666666,1
42,0.0,77,0.9350833333333334,1
43,0.0,10,0.9335,1
44,0.0,12,0.9319166666666667,1
45,0.0,7,0.9303333333333333,1
46,0.0,17,0.92875,1
47,1.0,49,0.9271666666666667,1
48,0.0,56,0.9255833333333333,1
49,1.0,400,0.924,0
50,1.0,314,0.9224166666666667,1
51,1.0,160,0.9208333333333334,1
52,0.0,66,0.91925,1
53,1.0,67,0.9176666666666666,1
54,0.0,153,0.9160833333333334,1
55,0.0,40,0.9145,1
56,0.0,76,0.9129166666666667,1
57,0.0,21,0.9113333333333333,1
58,0.0,71,0.9097500000000001,1
59,0.0,13,0.9081666666666667,1
60,0.0,86,0.9065833333333333,1
61,0.0,32,0.905,1
62,1.0,77,0.9034166666666666,1
63,0.0,15,0.9018333333333334,1
64,1.0,237,0.90025,1
65,0.0,92,0.8986666666666667,1
66,1.0,132,0.8970833333333333,1
67,0.0,65,0.8955,1
