episode,environment_return,learning_return,intrinsic_return,steps,epsilon,success,died,truncated,monster_moves
1,0.0,0.0,0.0,350,1.0,0,0,1,0
2,0.0,0.0,0.0,350,0.9998882352941176,0,0,1,0
3,2.0,2.0,0.0,69,0.9997764705882353,0,1,0,0
4,0.0,0.0,0.0,350,0.9996647058823529,0,0,1,0
5,4.0,4.0,0.0,274,0.9995529411764705,0,1,0,0
6,0.0,0.0,0.0,350,0.9994411764705883,0,0,1,0
7,0.0,0.0,0.0,350,0.9993294117647059,0,0,1,0
8,1.0,1.0,0.0,350,0.9992176470588235,0,0,1,0
9,2.0,2.0,0.0,350,0.9991058823529412,0,0,1,0
10,0.0,0.0,0.0,350,0.9989941176470588,0,0,1,0
11,0.0,0.0,0.0,350,0.9988823529411764,0,0,1,0
12,0.0,0.0,0.0,350,0.9987705882352941,0,0,1,0
13,0.0,0.0,0.0,350,0.9986588235294117,0,0,1,0
14,4.0,4.0,0.0,296,0.9985470588235295,0,1,0,0
15,4.0,4.0,0.0,141,0.9984352941176471,0,1,0,0
16,0.0,0.0,0.0,350,0.9983235294117647,0,0,1,0
17,0.0,0.0,0.0,350,0.9982117647058824,0,0,1,0
18,0.0,0.0,0.0,350,0.9981,0,0,1,0
19,0.0,0.0,0.0,350,0.9979882352941176,0,0,1,0
20,0.0,0.0,0.0,350,0.9978764705882353,0,0,1,0
21,0.0,0.0,0.0,350,0.9977647058823529,0,0,1,0
22,1.0,1.0,0.0,350,0.9976529411764706,0,0,1,0
23,0.0,0.0,0.0,350,0.9975411764705883,0,0,1,0
24,0.0,0.0,0.0,350,0.9974294117647059,0,0,1,0
25,0.0,0.0,0.0,350,0.9973176470588235,0,0,1,0
26,2.0,2.0,0.0,322,0.9972058823529412,0,1,0,0
27,0.0,0.0,0.0,350,0.9970941176470588,0,0,1,0
28,0.0,0.0,0.0,350,0.9969823529411764,0,0,1,0
29,1.0,1.0,0.0,350,0.9968705882352941,0,0,1,0
30,2.0,2.0,0.0,159,0.9967588235294118,0,1,0,0
31,2.0,2.0,0.0,350,0.9966470588235294,0,0,1,0
32,0.0,0.0,0.0,350,0.9965352941176471,0,0,1,0
33,3.0,3.0,0.0,158,0.9964235294117647,0,1,0,0
34,2.0,2.0,0.0,350,0.9963117647058823,0,0,1,0
35,4.0,4.0,0.0,335,0.9962,0,1,0,0
36,1.0,1.0,0.0,350,0.9960882352941176,0,0,1,0
