episode,environment_return,learning_return,intrinsic_return,steps,epsilon,success,died,truncated,monster_moves
1,0.0,0.0,0.0,60,1.0,0,1,0,20
2,0.0,0.0,0.0,350,0.9999269230769231,0,0,1,142
3,2.0,2.0,0.0,337,0.9998538461538462,1,0,0,142
4,2.0,2.0,0.0,182,0.9997807692307692,1,0,0,68
5,1.0,1.0,0.0,350,0.9997076923076923,0,0,1,137
6,2.0,2.0,0.0,38,0.9996346153846154,1,0,0,13
7,0.0,0.0,0.0,26,0.9995615384615385,0,1,0,12
8,0.0,0.0,0.0,79,0.9994884615384615,0,1,0,36
9,0.0,0.0,0.0,350,0.9994153846153846,0,0,1,127
10,0.0,0.0,0.0,201,0.9993423076923077,0,1,0,83
11,0.0,0.0,0.0,242,0.9992692307692308,0,1,0,82
12,1.0,1.0,0.0,205,0.9991961538461539,0,1,0,84
13,2.0,2.0,0.0,122,0.9991230769230769,1,0,0,48
14,0.0,0.0,0.0,92,0.99905,0,1,0,40
15,2.0,2.0,0.0,81,0.9989769230769231,1,0,0,31
16,0.0,0.0,0.0,211,0.9989038461538462,0,1,0,81
17,0.0,0.0,0.0,72,0.9988307692307692,0,1,0,35
18,0.0,0.0,0.0,350,0.9987576923076923,0,0,1,158
19,0.0,0.0,0.0,129,0.9986846153846154,0,1,0,58
20,1.0,1.0,0.0,350,0.9986115384615385,0,0,1,150
21,0.0,0.0,0.0,48,0.9985384615384615,0,1,0,20
22,0.0,0.0,0.0,350,0.9984653846153846,0,0,1,146
23,0.0,0.0,0.0,44,0.9983923076923077,0,1,0,17
24,0.0,0.0,0.0,13,0.9983192307692308,0,1,0,5
25,0.0,0.0,0.0,219,0.9982461538461539,0,1,0,73
26,1.0,1.0,0.0,218,0.9981730769230769,0,1,0,81
27,0.0,0.0,0.0,346,0.9981,0,1,0,147
28,0.0,0.0,0.0,291,0.9980269230769231,0,1,0,122
29,1.0,1.0,0.0,301,0.9979538461538462,0,1,0,138
30,0.0,0.0,0.0,350,0.9978807692307692,0,0,1,145
31,0.0,0.0,0.0,191,0.9978076923076923,0,1,0,78
32,0.0,0.0,0.0,51,0.9977346153846154,0,1,0,24
33,2.0,2.0,0.0,222,0.9976615384615385,1,0,0,83
34,0.0,0.0,0.0,350,0.9975884615384616,0,0,1,132
35,2.0,2.0,0.0,184,0.9975153846153846,1,0,0,66
36,2.0,2.0,0.0,85,0.9974423076923077,1,0,0,34
37,0.0,0.0,0.0,176,0.9973692307692308,0,1,0,60
38,0.0,0.0,0.0,37,0.9972961538461539,0,1,0,14
39,0.0,0.0,0.0,134,0.9972230769230769,0,1,0,57
40,0.0,0.0,0.0,350,0.99715,0,0,1,133
41,0.0,0.0,0.0,140,0.9970769230769231,0,1,0,58
42,0.0,0.0,0.0,270,0.9970038461538462,0,1,0,102
43,0.0,0.0,0.0,74,0.9969307692307692,0,1,0,34
44,2.0,2.0,0.0,102,0.9968576923076923,1,0,0,45
45,0.0,0.0,0.0,260,0.9967846153846154,0,1,0,115
46,1.0,1.0,0.0,335,0.9967115384615385,0,1,0,130
47,0.0,0.0,0.0,272,0.9966384615384616,0,1,0,116
