episode,environment_return,learning_return,intrinsic_return,steps,epsilon,success,died,truncated,monster_moves
1,0.0,0.0,0.0,500,1.0,0,0,1,0
2,0.0,0.0,0.0,500,0.999905,0,0,1,0
3,0.0,0.0,0.0,500,0.99981,0,0,1,0
4,0.0,0.0,0.0,500,0.999715,0,0,1,0
5,0.0,0.0,0.0,500,0.99962,0,0,1,0
6,0.0,0.0,0.0,500,0.999525,0,0,1,0
7,0.0,0.0,0.0,500,0.99943,0,0,1,0
8,0.0,0.0,0.0,500,0.999335,0,0,1,0
9,0.0,0.0,0.0,500,0.99924,0,0,1,0
10,0.0,0.0,0.0,500,0.999145,0,0,1,0
11,0.0,0.0,0.0,500,0.99905,0,0,1,0
12,0.0,0.0,0.0,500,0.998955,0,0,1,0
13,0.0,0.0,0.0,500,0.99886,0,0,1,0
14,0.0,0.0,0.0,500,0.998765,0,0,1,0
15,0.0,0.0,0.0,500,0.99867,0,0,1,0
16,0.0,0.0,0.0,500,0.998575,0,0,1,0
17,0.0,0.0,0.0,500,0.99848,0,0,1,0
18,0.0,0.0,0.0,500,0.998385,0,0,1,0
19,0.0,0.0,0.0,500,0.99829,0,0,1,0
20,0.0,0.0,0.0,500,0.998195,0,0,1,0
21,0.0,0.0,0.0,500,0.9981,0,0,1,0
22,0.0,0.0,0.0,500,0.998005,0,0,1,0
23,0.0,0.0,0.0,500,0.99791,0,0,1,0
24,0.0,0.0,0.0,500,0.997815,0,0,1,0
25,0.0,0.0,0.0,500,0.99772,0,0,1,0
26,0.0,0.0,0.0,500,0.997625,0,0,1,0
27,0.0,0.0,0.0,500,0.99753,0,0,1,0
28,0.0,0.0,0.0,500,0.997435,0,0,1,0
29,0.0,0.0,0.0,500,0.99734,0,0,1,0
30,0.0,0.0,0.0,500,0.997245,0,0,1,0
31,0.0,0.0,0.0,500,0.99715,0,0,1,0
32,0.0,0.0,0.0,500,0.997055,0,0,1,0
33,0.0,0.0,0.0,500,0.99696,0,0,1,0
34,0.0,0.0,0.0,500,0.996865,0,0,1,0
35,0.0,0.0,0.0,500,0.99677,0,0,1,0
36,0.0,0.0,0.0,500,0.996675,0,0,1,0
37,0.0,0.0,0.0,500,0.99658,0,0,1,0
38,0.0,0.0,0.0,500,0.996485,0,0,1,0
39,0.0,0.0,0.0,500,0.99639,0,0,1,0
40,0.0,0.0,0.0,500,0.996295,0,0,1,0
41,0.0,0.0,0.0,500,0.9962,0,0,1,0
42,0.0,0.0,0.0,500,0.996105,0,0,1,0
43,0.0,0.0,0.0,500,0.99601,0,0,1,0
44,0.0,0.0,0.0,500,0.995915,0,0,1,0
45,0.0,0.0,0.0,500,0.99582,0,0,1,0
46,0.0,0.0,0.0,500,0.995725,0,0,1,0
47,0.0,0.0,0.0,500,0.99563,0,0,1,0
48,0.0,0.0,0.0,500,0.995535,0,0,1,0
49,0.0,0.0,0.0,500,0.99544,0,0,1,0
50,0.0,0.0,0.0,500,0.995345,0,0,1,0
51,0.0,0.0,0.0,500,0.99525,0,0,1,0
52,0.0,0.0,0.0,500,0.995155,0,0,1,0
53,0.0,0.0,0.0,500,0.9950600000000001,0,0,1,0
54,0.0,0.0,0.0,500,0.994965,0,0,1,0
55,0.0,0.0,0.0,500,0.99487,0,0,1,0
56,0.0,0.0,0.0,500,0.994775,0,0,1,0
57,0.0,0.0,0.0,500,0.99468,0,0,1,0
58,0.0,0.0,0.0,500,0.994585,0,0,1,0
59,0.0,0.0,0.0,500,0.99449,0,0,1,0
60,0.0,0.0,0.0,500,0.994395,0,0,1,0
61,0.0,0.0,0.0,500,0.9943,0,0,1,0
62,0.0,0.0,0.0,500,0.994205,0,0,1,0
63,0.0,0.0,0.0,500,0.99411,0,0,1,0
64,0.0,0.0,0.0,500,0.994015,0,0,1,0
65,0.0,0.0,0.0,500,0.99392,0,0,1,0
66,0.0,0.0,0.0,500,0.993825,0,0,1,0
67,0.0,0.0,0.0,500,0.99373,0,0,1,0
68,0.0,0.0,0.0,500,0.993635,0,0,1,0
69,0.0,0.0,0.0,500,0.99354,0,0,1,0
70,0.0,0.0,0.0,500,0.993445,0,0,1,0
71,0.0,0.0,0.0,500,0.99335,0,0,1,0
72,0.0,0.0,0.0,500,0.993255,0,0,1,0
73,0.0,0.0,0.0,500,0.99316,0,0,1,0
74,0.0,0.0,0.0,500,0.993065,0,0,1,0
75,0.0,0.0,0.0,500,0.99297,0,0,1,0
76,0.0,0.0,0.0,500,0.992875,0,0,1,0
77,0.0,0.0,0.0,500,0.99278,0,0,1,0
78,0.0,0.0,0.0,500,0.992685,0,0,1,0
79,0.0,0.0,0.0,500,0.99259,0,0,1,0
80,0.0,0.0,0.0,500,0.992495,0,0,1,0
81,0.0,0.0,0.0,500,0.9924,0,0,1,0
82,0.0,0.0,0.0,500,0.992305,0,0,1,0
83,0.0,0.0,0.0,500,0.99221,0,0,1,0
84,0.0,0.0,0.0,500,0.992115,0,0,1,0
85,0.0,0.0,0.0,500,0.99202,0,0,1,0
86,0.0,0.0,0.0,500,0.991925,0,0,1,0
87,0.0,0.0,0.0,500,0.99183,0,0,1,0
88,0.0,0.0,0.0,500,0.991735,0,0,1,0
89,0.0,0.0,0.0,500,0.99164,0,0,1,0
90,0.0,0.0,0.0,500,0.991545,0,0,1,0
91,0.0,0.0,0.0,500,0.99145,0,0,1,0
92,0.0,0.0,0.0,500,0.991355,0,0,1,0
93,0.0,0.0,0.0,500,0.99126,0,0,1,0
94,0.0,0.0,0.0,500,0.991165,0,0,1,0
95,0.0,0.0,0.0,500,0.99107,0,0,1,0
96,0.0,0.0,0.0,500,0.990975,0,0,1,0
97,0.0,0.0,0.0,500,0.99088,0,0,1,0
98,0.0,0.0,0.0,500,0.990785,0,0,1,0
99,0.0,0.0,0.0,500,0.99069,0,0,1,0
100,0.0,0.0,0.0,500,0.990595,0,0,1,0
101,0.0,0.0,0.0,500,0.9905,0,0,1,0
102,0.0,0.0,0.0,500,0.990405,0,0,1,0
103,0.0,0.0,0.0,500,0.99031,0,0,1,0
104,0.0,0.0,0.0,500,0.990215,0,0,1,0
105,0.0,0.0,0.0,500,0.99012,0,0,1,0
106,0.0,0.0,0.0,500,0.990025,0,0,1,0
107,0.0,0.0,0.0,500,0.98993,0,0,1,0
108,0.0,0.0,0.0,500,0.989835,0,0,1,0
109,0.0,0.0,0.0,500,0.98974,0,0,1,0
110,0.0,0.0,0.0,500,0.989645,0,0,1,0
111,0.0,0.0,0.0,500,0.98955,0,0,1,0
112,0.0,0.0,0.0,500,0.989455,0,0,1,0
113,0.0,0.0,0.0,500,0.98936,0,0,1,0
114,0.0,0.0,0.0,500,0.989265,0,0,1,0
115,0.0,0.0,0.0,500,0.98917,0,0,1,0
116,0.0,0.0,0.0,500,0.989075,0,0,1,0
117,0.0,0.0,0.0,500,0.98898,0,0,1,0
118,0.0,0.0,0.0,500,0.988885,0,0,1,0
119,0.0,0.0,0.0,500,0.98879,0,0,1,0
120,0.0,0.0,0.0,500,0.988695,0,0,1,0
121,0.0,0.0,0.0,500,0.9886,0,0,1,0
122,0.0,0.0,0.0,500,0.988505,0,0,1,0
123,0.0,0.0,0.0,500,0.98841,0,0,1,0
124,0.0,0.0,0.0,500,0.988315,0,0,1,0
125,0.0,0.0,0.0,500,0.98822,0,0,1,0
126,0.0,0.0,0.0,500,0.988125,0,0,1,0
127,0.0,0.0,0.0,500,0.98803,0,0,1,0
128,0.0,0.0,0.0,500,0.987935,0,0,1,0
129,0.0,0.0,0.0,500,0.98784,0,0,1,0
130,0.0,0.0,0.0,500,0.987745,0,0,1,0
131,0.0,0.0,0.0,500,0.98765,0,0,1,0
132,0.0,0.0,0.0,500,0.987555,0,0,1,0
133,0.0,0.0,0.0,500,0.98746,0,0,1,0
134,0.0,0.0,0.0,500,0.987365,0,0,1,0
135,0.0,0.0,0.0,500,0.98727,0,0,1,0
136,0.0,0.0,0.0,500,0.987175,0,0,1,0
