episode,environment_return,learning_return,intrinsic_return,steps,epsilon,success,died,truncated,monster_moves
1,0.0,0.0,0.0,160,1.0,0,1,0,119
2,0.0,0.0,0.0,119,0.9999472222222222,0,1,0,111
3,0.0,0.0,0.0,121,0.9998944444444444,0,1,0,85
4,0.0,0.0,0.0,106,0.9998416666666666,0,1,0,91
5,2.0,2.0,0.0,261,0.9997888888888888,0,1,0,209
6,1.0,1.0,0.0,63,0.9997361111111112,0,1,0,51
7,2.0,2.0,0.0,156,0.9996833333333334,0,1,0,108
8,0.0,0.0,0.0,92,0.9996305555555556,0,1,0,81
9,0.0,0.0,0.0,69,0.9995777777777778,0,1,0,47
10,0.0,0.0,0.0,105,0.999525,0,1,0,86
11,4.0,4.0,0.0,110,0.9994722222222222,0,1,0,87
12,0.0,0.0,0.0,144,0.9994194444444444,0,1,0,115
13,1.0,1.0,0.0,181,0.9993666666666666,0,1,0,170
14,0.0,0.0,0.0,59,0.9993138888888888,0,1,0,53
15,1.0,1.0,0.0,350,0.9992611111111112,0,0,1,309
16,0.0,0.0,0.0,117,0.9992083333333334,0,1,0,73
17,0.0,0.0,0.0,60,0.9991555555555556,0,1,0,50
18,0.0,0.0,0.0,75,0.9991027777777778,0,1,0,56
19,2.0,2.0,0.0,276,0.99905,0,1,0,232
20,0.0,0.0,0.0,29,0.9989972222222222,0,1,0,27
21,0.0,0.0,0.0,37,0.9989444444444444,0,1,0,28
22,0.0,0.0,0.0,39,0.9988916666666666,0,1,0,31
23,0.0,0.0,0.0,27,0.9988388888888889,0,1,0,26
24,1.0,1.0,0.0,133,0.9987861111111112,0,1,0,111
25,0.0,0.0,0.0,140,0.9987333333333334,0,1,0,117
26,0.0,0.0,0.0,138,0.9986805555555556,0,1,0,118
27,0.0,0.0,0.0,26,0.9986277777777778,0,1,0,22
28,0.0,0.0,0.0,20,0.998575,0,1,0,15
29,1.0,1.0,0.0,96,0.9985222222222222,0,1,0,67
30,0.0,0.0,0.0,102,0.9984694444444444,0,1,0,69
31,0.0,0.0,0.0,203,0.9984166666666666,0,1,0,161
32,1.0,1.0,0.0,79,0.9983638888888889,0,1,0,52
33,0.0,0.0,0.0,47,0.9983111111111111,0,1,0,44
34,0.0,0.0,0.0,31,0.9982583333333334,0,1,0,25
35,0.0,0.0,0.0,65,0.9982055555555556,0,1,0,54
36,1.0,1.0,0.0,86,0.9981527777777778,0,1,0,61
37,0.0,0.0,0.0,53,0.9981,0,1,0,45
38,0.0,0.0,0.0,40,0.9980472222222222,0,1,0,28
39,1.0,1.0,0.0,97,0.9979944444444444,0,1,0,77
40,0.0,0.0,0.0,77,0.9979416666666666,0,1,0,68
41,1.0,1.0,0.0,95,0.9978888888888889,0,1,0,81
42,5.0,5.0,0.0,171,0.9978361111111111,1,0,0,145
43,0.0,0.0,0.0,40,0.9977833333333334,0,1,0,29
44,1.0,1.0,0.0,73,0.9977305555555556,0,1,0,56
45,0.0,0.0,0.0,66,0.9976777777777778,0,1,0,59
46,0.0,0.0,0.0,45,0.997625,0,1,0,33
47,0.0,0.0,0.0,61,0.9975722222222222,0,1,0,52
48,1.0,1.0,0.0,230,0.9975194444444444,0,1,0,182
49,1.0,1.0,0.0,350,0.9974666666666666,0,0,1,261
50,0.0,0.0,0.0,114,0.9974138888888889,0,1,0,85
51,0.0,0.0,0.0,112,0.9973611111111111,0,1,0,86
52,0.0,0.0,0.0,350,0.9973083333333334,0,0,1,293
53,0.0,0.0,0.0,73,0.9972555555555556,0,1,0,63
54,0.0,0.0,0.0,19,0.9972027777777778,0,1,0,17
55,0.0,0.0,0.0,73,0.99715,0,1,0,53
56,0.0,0.0,0.0,131,0.9970972222222222,0,1,0,103
57,1.0,1.0,0.0,85,0.9970444444444444,0,1,0,68
58,2.0,2.0,0.0,161,0.9969916666666667,0,1,0,130
59,0.0,0.0,0.0,75,0.9969388888888889,0,1,0,65
60,0.0,0.0,0.0,46,0.9968861111111111,0,1,0,31
61,0.0,0.0,0.0,28,0.9968333333333333,0,1,0,17
