#{"t_start": 1789306041.625162, "env_id": "None"}
r,l,t,episode_max_phase,episode_phases_advanced,episode_enemies_destroyed,episode_spawners_destroyed,episode_shots_fired,episode_damage_dealt,episode_damage_taken,is_success
-40.971915,249,0.413905,1,0,0,0,21,0.0,100.0,False
-42.09406,249,0.872535,1,0,0,0,22,0.0,100.0,False
-41.947313,260,1.301787,1,0,0,0,20,0.0,100.0,False
-40.27775,240,1.679444,1,0,1,0,21,20.0,100.0,False
-42.296546,272,2.60218,1,0,0,0,26,0.0,100.0,False
-41.427316,263,3.057965,1,0,0,0,23,0.0,100.0,False
-41.582314,245,3.559413,1,0,0,0,22,0.0,100.0,False
-42.161682,301,4.494056,1,0,0,0,26,0.0,100.0,False
-42.522773,304,5.013044,1,0,0,0,29,0.0,100.0,False
-40.568721,261,5.73699,1,0,1,0,25,20.0,100.0,False
-41.919803,259,6.467368,1,0,0,0,22,0.0,100.0,False
-42.046685,258,7.274344,1,0,0,0,27,0.0,100.0,False
-39.306783,286,7.772687,1,0,3,0,26,60.0,100.0,False
-41.868125,276,8.240197,1,0,0,0,25,0.0,100.0,False
-42.054772,311,8.962147,1,0,0,0,28,0.0,100.0,False
-42.216223,309,11.130436,1,0,0,0,30,0.0,100.0,False
-42.629155,327,12.382831,1,0,0,0,33,0.0,100.0,False
-42.294672,323,13.553951,1,0,0,0,32,0.0,100.0,False
-42.800586,316,15.695589,1,0,0,0,28,0.0,100.0,False
-42.074507,277,16.722714,1,0,0,0,23,0.0,100.0,False
-42.586236,317,17.859762,1,0,0,0,29,0.0,100.0,False
-42.326612,307,19.990959,1,0,0,0,31,0.0,100.0,False
-42.537561,333,21.208233,1,0,0,0,35,0.0,100.0,False
-42.261393,308,22.316693,1,0,0,0,32,0.0,100.0,False
-42.392398,302,23.426611,1,0,0,0,31,0.0,100.0,False
-42.362945,292,25.516866,1,0,0,0,28,0.0,100.0,False
-42.656938,313,26.623238,1,0,0,0,32,0.0,100.0,False
-42.476492,318,27.795854,1,0,0,0,31,0.0,100.0,False
-42.490842,307,29.935152,1,0,0,0,29,0.0,100.0,False
-42.594501,310,31.066928,1,0,0,0,30,0.0,100.0,False
-42.428111,295,32.119404,1,0,0,0,27,0.0,100.0,False
-42.42606,308,34.381963,1,0,0,0,25,0.0,100.0,False
-42.371863,289,35.595348,1,0,0,0,33,0.0,100.0,False
-42.480513,290,36.673173,1,0,0,0,29,0.0,100.0,False
-42.209753,274,37.719983,1,0,0,0,29,0.0,100.0,False
-42.737784,312,40.003338,1,0,0,0,33,0.0,100.0,False
-42.586176,290,41.083465,1,0,0,0,31,0.0,100.0,False
-42.499475,305,42.240356,1,0,0,0,33,0.0,100.0,False
-42.608937,303,44.520415,1,0,0,0,30,0.0,100.0,False
-42.783534,327,45.79541,1,0,0,0,32,0.0,100.0,False
-42.726549,323,47.06002,1,0,0,0,35,0.0,100.0,False
-42.750954,308,49.353084,1,0,0,0,33,0.0,100.0,False
-42.295344,293,52.516241,1,0,0,0,28,0.0,100.0,False
-42.676765,303,53.65045,1,0,0,0,34,0.0,100.0,False
-42.756372,302,54.793705,1,0,0,0,29,0.0,100.0,False
