#{"t_start": 1789238532.4990413, "env_id": "None"}
r,l,t,episode_max_phase,episode_phases_advanced,episode_enemies_destroyed,episode_spawners_destroyed,episode_shots_fired,episode_damage_dealt,episode_damage_taken,is_success
-38.071738,235,0.94746,1,0,1,0,21,40.0,100.0,False
-36.789956,229,1.646392,1,0,2,0,19,40.0,100.0,False
-40.365274,224,2.193291,1,0,0,0,20,0.0,100.0,False
-40.307096,213,2.677393,1,0,0,0,18,10.0,100.0,False
-40.047245,210,3.715775,1,0,0,0,20,20.0,100.0,False
-37.869198,233,4.1902,1,0,1,0,21,50.0,100.0,False
-36.536332,264,4.758593,1,0,2,0,22,40.0,100.0,False
-39.731952,222,5.277155,1,0,0,0,18,20.0,100.0,False
-40.21609,218,5.743445,1,0,0,0,18,10.0,100.0,False
-36.042725,242,7.131598,1,0,2,0,18,50.0,100.0,False
-38.82204,288,7.799762,1,0,1,0,22,20.0,100.0,False
-37.998141,279,8.508718,1,0,1,0,22,40.0,100.0,False
-38.293778,217,9.758729,1,0,1,0,11,20.0,100.0,False
-39.011937,248,10.631629,1,0,1,0,23,20.0,100.0,False
-38.999164,311,11.56765,1,0,1,0,31,30.0,100.0,False
-36.545729,251,12.174026,1,0,2,0,23,40.0,100.0,False
-40.041616,281,13.414315,1,0,0,0,24,20.0,100.0,False
-40.447672,263,13.982477,1,0,0,0,24,20.0,100.0,False
-40.680597,267,14.566852,1,0,0,0,22,10.0,100.0,False
-40.913739,265,15.106219,1,0,0,0,23,10.0,100.0,False
-40.46113,264,16.168716,1,0,0,0,27,20.0,100.0,False
-37.005062,307,16.907449,1,0,2,0,27,50.0,100.0,False
-40.730593,307,17.514012,1,0,0,0,26,20.0,100.0,False
-39.005587,269,18.122257,1,0,1,0,22,30.0,100.0,False
-36.624098,370,19.529671,1,0,2,0,33,60.0,100.0,False
-36.585864,340,20.259525,1,0,2,0,30,60.0,100.0,False
-39.226997,342,21.025394,1,0,1,0,34,20.0,100.0,False
-36.280425,344,22.453715,1,0,2,0,32,60.0,100.0,False
-38.404752,326,23.163549,1,0,1,0,28,20.0,100.0,False
-38.341318,311,23.830498,1,0,1,0,28,30.0,100.0,False
-39.965469,298,25.004634,1,0,0,0,28,20.0,100.0,False
-34.020767,382,25.822704,1,0,3,0,35,80.0,100.0,False
-36.155455,341,26.598612,1,0,2,0,33,60.0,100.0,False
-34.147947,352,27.98156,1,0,3,0,35,70.0,100.0,False
-38.24837,268,28.564055,1,0,1,0,31,40.0,100.0,False
-36.407423,345,29.288478,1,0,2,0,36,60.0,100.0,False
-35.352016,368,30.598968,1,0,2,0,37,80.0,100.0,False
-38.207172,329,31.316979,1,0,1,0,35,30.0,100.0,False
-36.259204,353,32.182824,1,0,2,0,34,50.0,100.0,False
-28.957827,479,34.045682,1,0,6,0,47,120.0,100.0,False
-32.261268,371,34.879723,1,0,4,0,41,90.0,100.0,False
-37.775201,318,36.164321,1,0,1,0,35,40.0,100.0,False
-34.712836,368,38.135022,1,0,3,0,39,60.0,100.0,False
-36.531268,351,39.047453,1,0,1,0,36,70.0,100.0,False
