#{"t_start": 1789238085.0649555, "env_id": "None"}
r,l,t,episode_max_phase,episode_phases_advanced,episode_enemies_destroyed,episode_spawners_destroyed,episode_shots_fired,episode_damage_dealt,episode_damage_taken,is_success
-35.963647,243,0.496093,1,0,2,0,25,60.0,100.0,False
-38.495334,241,0.9828,1,0,1,0,21,20.0,100.0,False
-36.068556,245,1.473269,1,0,2,0,24,60.0,100.0,False
-39.981059,218,1.904508,1,0,0,0,17,20.0,100.0,False
-40.563716,201,2.9541,1,0,0,0,18,0.0,100.0,False
-38.473602,250,3.456115,1,0,1,0,19,20.0,100.0,False
-38.052352,222,3.9032,1,0,1,0,22,30.0,100.0,False
-37.844255,245,4.354921,1,0,1,0,23,40.0,100.0,False
-38.197579,253,5.377834,1,0,1,0,22,30.0,100.0,False
-34.284089,263,5.8979,1,0,3,0,19,60.0,100.0,False
-40.481779,215,6.331457,1,0,0,0,19,0.0,100.0,False
-40.536166,215,6.806582,1,0,0,0,19,0.0,100.0,False
-37.83657,227,7.305898,1,0,1,0,15,30.0,100.0,False
-40.033986,218,8.3296,1,0,0,0,20,20.0,100.0,False
-36.846854,248,8.840026,1,0,1,0,22,50.0,100.0,False
-39.911518,206,9.226076,1,0,0,0,17,10.0,100.0,False
-37.518488,261,9.778589,1,0,1,0,23,50.0,100.0,False
-39.867544,236,10.806271,1,0,0,0,19,30.0,100.0,False
-38.238879,271,11.41559,1,0,1,0,20,40.0,100.0,False
-36.200765,313,12.104521,1,0,2,0,24,50.0,100.0,False
-37.433531,254,12.681559,1,0,1,0,21,50.0,100.0,False
-30.781497,434,14.328168,1,0,5,0,39,100.0,100.0,False
-40.409209,264,14.868277,1,0,0,0,20,20.0,100.0,False
-36.34831,336,15.617893,1,0,2,0,31,50.0,100.0,False
-36.731491,341,16.945492,1,0,2,0,30,50.0,100.0,False
-38.562657,320,17.724086,1,0,1,0,28,30.0,100.0,False
-38.456257,325,18.467708,1,0,1,0,27,40.0,100.0,False
-38.088536,335,19.752222,1,0,1,0,30,40.0,100.0,False
-36.679876,339,20.495223,1,0,2,0,26,50.0,100.0,False
-39.928258,322,21.234843,1,0,0,0,24,10.0,100.0,False
-36.684142,347,22.549063,1,0,2,0,29,50.0,100.0,False
-33.909976,369,23.439862,1,0,3,0,33,80.0,100.0,False
-36.957159,329,24.197516,1,0,2,0,27,40.0,100.0,False
-40.444123,300,25.358263,1,0,0,0,23,20.0,100.0,False
-33.161295,452,26.36108,1,0,4,0,39,80.0,100.0,False
-36.247263,359,27.162538,1,0,2,0,35,60.0,100.0,False
-32.855395,397,28.658889,1,0,4,0,33,90.0,100.0,False
-31.268499,418,29.559923,1,0,5,0,42,100.0,100.0,False
-34.580474,374,30.96201,1,0,3,0,35,70.0,100.0,False
-32.97212,400,31.870646,1,0,4,0,41,80.0,100.0,False
-33.619079,388,32.702341,1,0,3,0,41,80.0,100.0,False
-34.16431,385,35.379366,1,0,3,0,38,70.0,100.0,False
-37.824292,346,36.157662,1,0,1,0,35,40.0,100.0,False
-33.407148,401,37.623108,1,0,3,0,39,90.0,100.0,False
-32.01865,387,38.542585,1,0,4,0,37,90.0,100.0,False
-34.262133,400,39.352087,1,0,3,0,35,80.0,100.0,False
-35.958355,338,40.62436,1,0,2,0,34,50.0,100.0,False
-27.643871,444,41.547259,1,0,6,0,45,130.0,100.0,False
-31.129849,355,42.27722,1,0,3,0,31,140.0,100.0,False
-37.86521,274,43.432685,1,0,1,0,21,30.0,100.0,False
-25.202696,480,44.539633,1,0,7,0,44,170.0,100.0,False
-35.817956,258,45.086056,1,0,2,0,20,50.0,100.0,False
-37.607037,235,46.159535,1,0,1,0,17,40.0,100.0,False
-26.285826,456,47.182613,1,0,6,0,49,170.0,100.0,False
-31.189607,383,48.001934,1,0,4,0,41,110.0,100.0,False
-24.017687,491,49.818515,1,0,8,0,54,160.0,100.0,False
-37.59496,226,50.297121,1,0,1,0,17,40.0,100.0,False
-36.180969,400,51.679955,1,0,2,0,44,60.0,100.0,False
-35.569879,241,52.191347,1,0,2,0,17,60.0,100.0,False
-21.312337,540,53.456467,1,0,9,0,58,190.0,100.0,False
-39.669355,215,53.929551,1,0,0,0,17,10.0,100.0,False
-22.075416,514,55.594013,1,0,9,0,56,190.0,100.0,False
-13.842864,673,57.700726,1,0,12,0,75,280.0,100.0,False
-29.751881,426,58.717435,1,0,5,0,40,110.0,100.0,False
-8.562965,764,61.003332,1,0,15,0,89,330.0,100.0,False
-18.828622,549,62.358898,1,0,10,0,60,220.0,100.0,False
-30.745903,389,64.153791,1,0,4,0,45,100.0,100.0,False
-7.732684,765,66.067922,1,0,15,0,88,350.0,100.0,False
-20.065196,578,67.900764,1,0,10,0,59,200.0,100.0,False
-23.308832,503,69.717426,1,0,8,0,55,170.0,100.0,False
-30.72108,362,70.547765,1,0,4,0,33,110.0,100.0,False
-31.891421,323,72.27769,1,0,4,0,33,90.0,100.0,False
-24.605396,245,72.807646,1,0,2,1,28,100.0,100.0,False
-33.144536,351,74.142868,1,0,3,0,32,80.0,100.0,False
-16.182732,594,75.580389,1,0,11,0,70,240.0,100.0,False
-19.414602,497,77.292399,1,0,10,0,61,220.0,100.0,False
