#{"t_start": 1789306239.3697798, "env_id": "None"}
r,l,t,episode_max_phase,episode_phases_advanced,episode_enemies_destroyed,episode_spawners_destroyed,episode_shots_fired,episode_damage_dealt,episode_damage_taken,is_success
-39.289515,250,0.925282,1,0,1,0,19,40.0,100.0,False
-40.352591,233,1.738689,1,0,1,0,19,30.0,100.0,False
-39.209239,279,2.691948,1,0,3,0,24,70.0,100.0,False
-39.353231,283,4.72944,1,0,2,0,24,50.0,100.0,False
-40.608661,224,5.503701,1,0,0,0,19,20.0,100.0,False
-39.969412,226,6.295656,1,0,1,0,20,30.0,100.0,False
-39.066967,301,7.352299,1,0,3,0,26,70.0,100.0,False
-38.886338,265,9.364981,1,0,2,0,25,40.0,100.0,False
-40.183579,253,10.24613,1,0,1,0,24,30.0,100.0,False
-38.500825,234,11.034467,1,0,3,0,20,60.0,100.0,False
-37.894049,260,11.929121,1,0,2,0,21,70.0,100.0,False
-39.772616,207,12.660984,1,0,1,0,17,40.0,100.0,False
-37.879607,279,14.744759,1,0,2,0,20,60.0,100.0,False
-37.185867,243,15.582213,1,0,2,0,21,60.0,100.0,False
-40.462532,242,16.443433,1,0,1,0,20,30.0,100.0,False
-38.365698,249,17.318577,1,0,2,0,24,60.0,100.0,False
-39.720564,271,19.270231,1,0,2,0,26,50.0,100.0,False
-39.263124,252,20.163261,1,0,1,0,19,40.0,100.0,False
-39.023315,226,20.95466,1,0,2,0,22,60.0,100.0,False
-40.794354,258,21.943909,1,0,0,0,26,20.0,100.0,False
-40.467472,346,24.337687,1,0,2,0,30,60.0,100.0,False
-39.599849,402,25.773582,1,0,3,0,34,70.0,100.0,False
-38.573764,338,26.959195,1,0,3,0,27,70.0,100.0,False
-37.168015,421,29.545521,1,0,4,0,37,110.0,100.0,False
-41.524389,291,30.619103,1,0,1,0,22,20.0,100.0,False
-40.679637,338,32.885962,1,0,2,0,33,50.0,100.0,False
-39.454896,354,34.145819,1,0,2,0,33,70.0,100.0,False
-40.484392,360,35.506534,1,0,2,0,31,60.0,100.0,False
-39.11488,316,37.825858,1,0,2,0,28,60.0,100.0,False
-22.308841,401,39.380306,1,0,2,1,29,100.0,100.0,False
-39.610463,334,40.637915,1,0,2,0,27,50.0,100.0,False
-39.858145,348,43.036015,1,0,2,0,29,60.0,100.0,False
-40.46493,394,44.642395,1,0,3,0,36,90.0,100.0,False
-39.277663,437,46.448132,1,0,2,0,42,70.0,100.0,False
-39.559335,326,48.834211,1,0,1,0,28,40.0,100.0,False
-40.010849,398,50.459673,1,0,2,0,29,70.0,100.0,False
-40.455918,401,52.031962,1,0,1,0,33,50.0,100.0,False
-40.252447,451,54.95903,1,0,1,0,36,60.0,100.0,False
-37.12943,269,55.965017,1,0,2,0,22,70.0,100.0,False
-39.475124,400,58.580601,1,0,2,0,36,70.0,100.0,False
-22.92309,398,63.106623,1,0,2,1,36,100.0,100.0,False
-39.722889,214,63.923198,1,0,1,0,20,20.0,100.0,False
-38.657677,263,64.91537,1,0,3,0,23,60.0,100.0,False
