#{"t_start": 1789307102.9201145, "env_id": "None"}
r,l,t,episode_max_phase,episode_phases_advanced,episode_enemies_destroyed,episode_spawners_destroyed,episode_shots_fired,episode_damage_dealt,episode_damage_taken,is_success
-40.049339,276,1.014177,1,0,2,0,25,50.0,100.0,False
-40.095503,220,1.819283,1,0,1,0,18,30.0,100.0,False
-40.788929,213,2.632359,1,0,0,0,16,10.0,100.0,False
-39.812761,208,3.402709,1,0,0,0,13,20.0,100.0,False
-39.720159,215,5.389817,1,0,1,0,18,20.0,100.0,False
-40.3013,234,5.844802,1,0,1,0,17,30.0,100.0,False
-39.702912,224,6.240867,1,0,1,0,22,30.0,100.0,False
-39.795282,236,6.706344,1,0,1,0,19,40.0,100.0,False
-39.158644,246,7.747796,1,0,2,0,21,60.0,100.0,False
-40.116375,329,8.69923,1,0,2,0,34,50.0,100.0,False
-40.460694,234,9.643323,1,0,1,0,20,20.0,100.0,False
-39.28089,261,10.617416,1,0,2,0,24,60.0,100.0,False
-38.900991,273,12.844107,1,0,2,0,25,50.0,100.0,False
-41.354325,230,13.725752,1,0,0,0,19,20.0,100.0,False
-40.17083,220,14.554467,1,0,1,0,23,30.0,100.0,False
-40.389131,234,15.418618,1,0,1,0,18,40.0,100.0,False
-37.007483,232,16.24101,1,0,3,0,23,70.0,100.0,False
-39.957793,257,18.410151,1,0,2,0,21,50.0,100.0,False
-40.355327,282,19.480006,1,0,1,0,22,30.0,100.0,False
-40.186204,216,20.276843,1,0,0,0,19,10.0,100.0,False
-40.510503,283,22.522344,1,0,2,0,25,40.0,100.0,False
-40.655049,236,23.395226,1,0,1,0,22,30.0,100.0,False
-40.21402,277,24.476917,1,0,1,0,30,50.0,100.0,False
-41.356802,298,25.646401,1,0,1,0,30,30.0,100.0,False
-41.497892,265,27.830834,1,0,1,0,26,20.0,100.0,False
-41.587331,292,28.947562,1,0,0,0,26,10.0,100.0,False
-40.335223,338,30.243084,1,0,1,0,28,40.0,100.0,False
-41.636548,355,32.821192,1,0,2,0,33,40.0,100.0,False
-41.271547,312,34.03598,1,0,0,0,28,0.0,100.0,False
-38.564459,402,35.650864,1,0,4,0,44,90.0,100.0,False
-41.622879,299,38.049798,1,0,0,0,31,10.0,100.0,False
-40.911509,330,39.353827,1,0,1,0,30,20.0,100.0,False
-41.089928,311,40.567778,1,0,1,0,29,20.0,100.0,False
-41.687264,276,41.62854,1,0,0,0,30,10.0,100.0,False
-41.710812,300,43.978951,1,0,0,0,29,10.0,100.0,False
-41.368775,308,45.207342,1,0,0,0,31,30.0,100.0,False
-41.409184,291,46.38498,1,0,0,0,26,10.0,100.0,False
-41.724948,280,48.661449,1,0,0,0,26,0.0,100.0,False
-42.54631,315,49.919553,1,0,0,0,31,10.0,100.0,False
-40.731602,291,51.112402,1,0,0,0,27,20.0,100.0,False
-41.408581,296,52.316764,1,0,0,0,29,0.0,100.0,False
-41.425403,314,54.830338,1,0,1,0,32,20.0,100.0,False
-42.018769,317,56.121757,1,0,1,0,32,30.0,100.0,False
-41.833493,333,57.484452,1,0,1,0,32,20.0,100.0,False
-40.681362,320,60.042178,1,0,1,0,36,40.0,100.0,False
-42.171077,323,63.00067,1,0,1,0,35,20.0,100.0,False
-41.384817,334,64.371291,1,0,1,0,36,20.0,100.0,False
-42.70117,315,66.898727,1,0,0,0,31,10.0,100.0,False
-40.478956,351,68.351866,1,0,2,0,39,60.0,100.0,False
-40.281486,335,69.702999,1,0,2,0,35,50.0,100.0,False
-41.890524,311,72.209489,1,0,1,0,32,20.0,100.0,False
-40.46941,366,73.633855,1,0,2,0,37,70.0,100.0,False
-41.980438,270,74.667036,1,0,0,0,29,20.0,100.0,False
-41.767182,282,77.053827,1,0,0,0,30,20.0,100.0,False
-40.807245,345,78.427338,1,0,1,0,36,50.0,100.0,False
-40.035064,338,79.759332,1,0,2,0,38,50.0,100.0,False
-41.129854,311,80.981087,1,0,1,0,33,30.0,100.0,False
-40.970542,318,83.444562,1,0,1,0,33,20.0,100.0,False
-41.473018,311,84.739098,1,0,0,0,28,10.0,100.0,False
-41.997881,312,86.027796,1,0,0,0,31,10.0,100.0,False
-41.749993,325,88.546091,1,0,1,0,30,30.0,100.0,False
-39.739245,306,89.77192,1,0,1,0,30,60.0,100.0,False
-39.938779,395,91.298921,1,0,3,0,39,80.0,100.0,False
-41.301077,311,93.679615,1,0,1,0,29,40.0,100.0,False
-42.039725,327,94.97307,1,0,0,0,32,30.0,100.0,False
-41.047125,312,96.275171,1,0,0,0,27,30.0,100.0,False
-39.165361,327,98.835006,1,0,2,0,35,70.0,100.0,False
-40.990554,309,100.078883,1,0,1,0,34,30.0,100.0,False
-39.7075,338,101.391217,1,0,2,0,37,80.0,100.0,False
-41.941935,314,103.839997,1,0,0,0,30,30.0,100.0,False
-39.247201,385,105.363411,1,0,3,0,40,100.0,100.0,False
-40.960353,324,106.609149,1,0,1,0,29,30.0,100.0,False
-37.974694,366,110.014715,1,0,2,0,35,80.0,100.0,False
-40.995794,288,111.200057,1,0,0,0,26,30.0,100.0,False
-41.771507,359,112.67157,1,0,1,0,34,30.0,100.0,False
-38.970626,424,115.515867,1,0,4,0,42,100.0,100.0,False
